LastTimeWithData,ti,Time,Predict,Real
2023-11-18 23:00:00,1,2023-11-18 23:30:00,3.436348557472229,2.0
2023-11-18 23:30:00,1,2023-11-19 00:00:00,2.5052279829978943,0.0
2023-11-19 00:00:00,1,2023-11-19 00:30:00,0.0579957515001297,2.0
2023-11-19 00:30:00,1,2023-11-19 01:00:00,2.5027855038642883,6.0
2023-11-19 01:00:00,1,2023-11-19 01:30:00,6.050646495074034,2.0
2023-11-19 01:30:00,1,2023-11-19 02:00:00,2.1647170037031174,2.0
2023-11-19 02:00:00,1,2023-11-19 02:30:00,1.982302226126194,0.0
2023-11-19 02:30:00,1,2023-11-19 03:00:00,0.0,1.0
2023-11-19 03:00:00,1,2023-11-19 03:30:00,1.1018342897295952,1.0
2023-11-19 03:30:00,1,2023-11-19 04:00:00,0.897688090801239,1.0
2023-11-19 04:00:00,1,2023-11-19 04:30:00,0.39557623863220215,1.0
2023-11-19 04:30:00,1,2023-11-19 05:00:00,0.36705172061920166,0.0
2023-11-19 05:00:00,1,2023-11-19 05:30:00,0.0,0.0
2023-11-19 05:30:00,1,2023-11-19 06:00:00,0.0,0.0
2023-11-19 06:00:00,1,2023-11-19 06:30:00,0.0,0.0
2023-11-19 06:30:00,1,2023-11-19 07:00:00,0.0,0.0
2023-11-19 07:00:00,1,2023-11-19 07:30:00,0.0,0.0
2023-11-19 07:30:00,1,2023-11-19 08:00:00,0.0,0.0
2023-11-19 08:00:00,1,2023-11-19 08:30:00,0.0,0.0
2023-11-19 08:30:00,1,2023-11-19 09:00:00,0.0,0.0
2023-11-19 09:00:00,1,2023-11-19 09:30:00,0.0,0.0
2023-11-19 09:30:00,1,2023-11-19 10:00:00,0.0,1.0
2023-11-19 10:00:00,1,2023-11-19 10:30:00,0.6372406184673309,0.0
2023-11-19 10:30:00,1,2023-11-19 11:00:00,0.0058602504432201385,0.0
2023-11-19 11:00:00,1,2023-11-19 11:30:00,0.8343987464904785,0.0
2023-11-19 11:30:00,1,2023-11-19 12:00:00,0.7077061533927917,0.0
2023-11-19 12:00:00,1,2023-11-19 12:30:00,0.9168050289154053,0.0
2023-11-19 12:30:00,1,2023-11-19 13:00:00,0.6342344880104065,2.0
2023-11-19 13:00:00,1,2023-11-19 13:30:00,2.345473140478134,1.0
2023-11-19 13:30:00,1,2023-11-19 14:00:00,1.9321990609169006,1.0
2023-11-19 14:00:00,1,2023-11-19 14:30:00,1.2125086188316345,2.0
2023-11-19 14:30:00,1,2023-11-19 15:00:00,2.023877190425992,4.0
2023-11-19 15:00:00,1,2023-11-19 15:30:00,4.867624938488007,4.0
2023-11-19 15:30:00,1,2023-11-19 16:00:00,3.822026237845421,3.0
2023-11-19 16:00:00,1,2023-11-19 16:30:00,3.2070344388484955,1.0
2023-11-19 16:30:00,1,2023-11-19 17:00:00,0.5746764540672302,3.0
2023-11-19 17:00:00,1,2023-11-19 17:30:00,3.174744203686714,2.0
2023-11-19 17:30:00,1,2023-11-19 18:00:00,1.357151746749878,1.0
2023-11-19 18:00:00,1,2023-11-19 18:30:00,1.9305232763290405,2.0
2023-11-19 18:30:00,1,2023-11-19 19:00:00,2.629008412361145,6.0
2023-11-19 19:00:00,1,2023-11-19 19:30:00,6.652583181858063,5.0
2023-11-19 19:30:00,1,2023-11-19 20:00:00,5.9941446185112,5.0
2023-11-19 20:00:00,1,2023-11-19 20:30:00,5.785666108131409,5.0
2023-11-19 20:30:00,1,2023-11-19 21:00:00,5.759310722351074,2.0
2023-11-19 21:00:00,1,2023-11-19 21:30:00,3.046528458595276,4.0
2023-11-19 21:30:00,1,2023-11-19 22:00:00,4.9442138671875,3.0
2023-11-19 22:00:00,1,2023-11-19 22:30:00,4.2349255084991455,2.0
2023-11-19 22:30:00,1,2023-11-19 23:00:00,2.8438034057617188,2.0
2023-11-19 23:00:00,1,2023-11-19 23:30:00,2.503223717212677,2.0
2023-11-19 23:30:00,1,2023-11-20 00:00:00,2.47125780582428,1.0
2023-11-20 00:00:00,1,2023-11-20 00:30:00,1.018639536574483,2.0
2023-11-20 00:30:00,1,2023-11-20 01:00:00,2.5071988105773926,5.0
2023-11-20 01:00:00,1,2023-11-20 01:30:00,5.105952799320221,5.0
2023-11-20 01:30:00,1,2023-11-20 02:00:00,5.118548572063446,5.0
2023-11-20 02:00:00,1,2023-11-20 02:30:00,5.25287401676178,5.0
2023-11-20 02:30:00,1,2023-11-20 03:00:00,5.066347643733025,5.0
2023-11-20 03:00:00,1,2023-11-20 03:30:00,5.096550926566124,6.0
2023-11-20 03:30:00,1,2023-11-20 04:00:00,5.927841775119305,6.0
2023-11-20 04:00:00,1,2023-11-20 04:30:00,5.5122248232364655,4.0
2023-11-20 04:30:00,1,2023-11-20 05:00:00,3.329167425632477,4.0
2023-11-20 05:00:00,1,2023-11-20 05:30:00,2.8126308917999268,3.0
2023-11-20 05:30:00,1,2023-11-20 06:00:00,0.0,2.0
2023-11-20 06:00:00,1,2023-11-20 06:30:00,0.0,1.0
2023-11-20 06:30:00,1,2023-11-20 07:00:00,0.0,1.0
2023-11-20 07:00:00,1,2023-11-20 07:30:00,0.0,0.0
2023-11-20 07:30:00,1,2023-11-20 08:00:00,0.0,2.0
2023-11-20 08:00:00,1,2023-11-20 08:30:00,1.2509869933128357,0.0
2023-11-20 08:30:00,1,2023-11-20 09:00:00,0.0,0.0
2023-11-20 09:00:00,1,2023-11-20 09:30:00,0.0,0.0
2023-11-20 09:30:00,1,2023-11-20 10:00:00,0.0,1.0
2023-11-20 10:00:00,1,2023-11-20 10:30:00,0.5699637234210968,0.0
2023-11-20 10:30:00,1,2023-11-20 11:00:00,0.007470682263374329,0.0
2023-11-20 11:00:00,1,2023-11-20 11:30:00,0.7392367720603943,1.0
2023-11-20 11:30:00,1,2023-11-20 12:00:00,1.7384413480758667,2.0
2023-11-20 12:00:00,1,2023-11-20 12:30:00,3.0556498765945435,2.0
2023-11-20 12:30:00,1,2023-11-20 13:00:00,2.6039410829544067,1.0
2023-11-20 13:00:00,1,2023-11-20 13:30:00,1.3095903098583221,5.0
2023-11-20 13:30:00,1,2023-11-20 14:00:00,5.982041895389557,4.0
2023-11-20 14:00:00,1,2023-11-20 14:30:00,4.334052532911301,6.0
2023-11-20 14:30:00,1,2023-11-20 15:00:00,6.191714122891426,3.0
2023-11-20 15:00:00,1,2023-11-20 15:30:00,3.186527445912361,2.0
2023-11-20 15:30:00,1,2023-11-20 16:00:00,1.960398118942976,1.0
2023-11-20 16:00:00,1,2023-11-20 16:30:00,1.4167378544807434,1.0
2023-11-20 16:30:00,1,2023-11-20 17:00:00,0.7330099940299988,3.0
